title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Starlight,Yola,1R4nFxIiipVTeUSFdOnVIy,0.623,0.546,11,-6.436,0,0.0254,0.212,8.2e-05,0.24,0.593,94.204
Sword from the Stone,Passenger,32PwKptR5PhpP4Gxv8Lvps,0.618,0.457,0,-9.326,0,0.0352,0.594,4.86e-05,0.136,0.447,79.942
If Ever (with Jack Johnson & Ben Harper),Paula Fuga,5CeXAfGpk9baITQvV0feoG,0.803,0.477,1,-7.567,1,0.0321,0.702,4.37e-05,0.11,0.682,104.967
Every Drop,Mipso,5gpShDmknIBLH6JDhzhHu4,0.574,0.408,10,-9.112,1,0.0269,0.755,1.12e-05,0.174,0.492,97.034
The Way Back Home,Aisha Badru,3PTsvzTENG4jREGGQz9xpb,0.491,0.328,9,-16.564,1,0.0384,0.684,0.000146,0.0848,0.107,81.958
The Good Old Days,Ron Pope,2OKOfynu79Cq1PVk5NPx0E,0.697,0.192,3,-11.237,1,0.0384,0.86,0.0,0.147,0.361,133.99
McKenzie,Houndmouth,6FLkXWDTvUc36qYYRhm4jg,0.831,0.69,5,-7.339,1,0.028,0.106,0.00226,0.0973,0.701,120.143
Wild Turkey,Amythyst Kiah,2U2zfWWmmrdm3rld8CVwIZ,0.584,0.275,6,-11.356,1,0.0292,0.795,5.01e-05,0.0924,0.266,103.088
Roof of the World,Justin Wade Tam,0pOYLQ8ZnPF1G6GE43Jf7U,0.554,0.417,7,-7.012,1,0.0343,0.267,1.67e-05,0.112,0.216,128.131
The Wheel,Eddie Berman,4o1TQtYz86JdaqhIphYERp,0.713,0.424,7,-11.911,1,0.138,0.0312,0.326,0.102,0.428,144.136
Coast,Gone Gone Beyond,53l8hswqklbWd7XXqDEMtq,0.76,0.439,5,-12.218,1,0.0336,0.712,0.000358,0.0945,0.334,102.008
Purple,Hollow Coves,7bwqzQSHl3GE0qA4owWOzG,0.591,0.676,7,-7.47,1,0.0256,0.13,0.0796,0.09,0.369,107.999
Radio Silence,Natalie Hemby,1VasZLD50MXapYxpDbr5nb,0.444,0.475,8,-8.722,0,0.0302,0.0837,6.79e-05,0.125,0.289,176.089
Dreamer,Scott Hirsch,3ZKCzPpeAm1EbwDkVMvYE7,0.529,0.409,6,-9.454,1,0.0334,0.0433,0.00131,0.0727,0.36,126.857
What Then Cried Jo Soap,David Keenan,2mJmHq00bqo5hpsF5sEB4K,0.55,0.701,11,-8.999,0,0.0708,0.0982,0.00116,0.359,0.679,86.133
Haven (from Life Is Strange),Novo Amor,0bndF6tTweNXPjwpPL7Slt,0.556,0.261,4,-11.668,1,0.0289,0.797,0.016,0.0893,0.219,110.841
Now You Know,Anaïs Mitchell,7bmitV7MwnQeTSkv9nhFli,0.44,0.172,11,-11.512,1,0.0425,0.928,0.00426,0.0959,0.47,67.144
Dyan,Le Ren,24VL42SyykfEQGYIdyAg1H,0.662,0.478,4,-10.507,1,0.0429,0.9,6.07e-05,0.11,0.568,125.914
Sweet Misery,Tré Burt,5QDpRgmLJaWJaV7BUX5D0Y,0.614,0.546,2,-6.858,1,0.0296,0.625,2.38e-06,0.0957,0.435,87.353
Shenandoah Shakedown,John R. Miller,62PLVssh2kExRDg50VVXjE,0.498,0.569,1,-9.407,0,0.0325,0.346,0.00965,0.249,0.326,82.108
You And I,Valerie June,2KY7UK4IBIXjUya41cMnYl,0.504,0.559,7,-6.838,1,0.0331,0.514,0.178,0.321,0.428,131.926
Sweet Unknown,Ceramic Animal,0xFHQ72ymUwAN2QneFYjrH,0.715,0.407,9,-10.584,1,0.0258,0.416,0.278,0.0999,0.459,85.008
Help Me Remember,Hayes Carll,0u0MIKwM1AfCU8UAjnJ6aH,0.371,0.269,2,-10.117,1,0.0361,0.85,0.00169,0.0693,0.181,111.553
Old Gods,Emily Scott Robinson,7vp3GZh0b4cgqKZcuVEpbD,0.452,0.205,1,-10.901,1,0.0524,0.899,0.000143,0.108,0.548,179.224
I Just Love You,Roo Panes,0q7kQr5gUO8SxzNfru6k9s,0.542,0.644,2,-9.358,1,0.0296,0.584,0.362,0.055,0.425,164.888
Galacticana,Strand of Oaks,3hwnMsJB7c8tF9f0AAt6ak,0.46,0.842,7,-4.937,1,0.0373,0.0827,0.448,0.147,0.342,96.012
I'm Not My Season - Solstice Version,Fleet Foxes,76IsL65w9IrYTMGzdTcE6A,0.59,0.0955,4,-11.8,1,0.032,0.952,0.000705,0.112,0.161,88.475
doomsday,Lizzy McAlpine,27KG1LszbO6bBHA0tPgeuW,0.409,0.266,1,-9.63,1,0.0333,0.584,0.0,0.103,0.119,133.566
How Do You Know,Plàsi,55tFsAqBX9hQa060WnEHK4,0.532,0.274,8,-9.775,1,0.0286,0.854,0.455,0.108,0.275,131.923
Better Days,Birdtalker,02HJc2G0BfiJBJhet27Scm,0.536,0.286,2,-12.444,1,0.0287,0.41,0.00671,0.136,0.242,89.74
These Fires,Jake Isaac,6owBVeLgPaKffX6OAOdM9d,0.776,0.539,1,-10.776,0,0.225,0.808,0.0107,0.0976,0.602,81.983
El Invento,José González,1rEv74zr71OnJQfWp5MbOT,0.518,0.365,9,-11.614,1,0.0381,0.949,0.0591,0.104,0.373,78.85
Faded Colours,Joshua Hyslop,2bWoBPVyrYrE2AfXR28iub,0.406,0.456,7,-9.178,1,0.0367,0.744,0.00318,0.188,0.336,129.079
Hear It Again,Tall Heights,2wQqHmiR1LXjwLICvRQUPG,0.52,0.693,6,-7.948,0,0.0341,0.0107,0.00116,0.0875,0.525,89.983
Sunday Drive,Ásgeir,7h5aMCjigDY5Swa5OroljV,0.362,0.317,1,-10.549,0,0.0319,0.917,0.000501,0.112,0.314,102.415
These Things,Buffalo Nichols,3JOgtCIX1mBxwPe4rNPHCD,0.505,0.348,8,-8.574,1,0.0272,0.911,0.0196,0.106,0.539,84.932
Colorado Blues,Ryan Culwell,6RUEqqeuywsK1VJ8cwqGHN,0.57,0.261,3,-13.014,1,0.029,0.784,5.45e-06,0.12,0.425,90.534
I Don't Want to Go,Ryan Montbleau,6v72fV6Nao5E4MOoQ8ZvzD,0.612,0.331,1,-9.596,0,0.0353,0.837,4.85e-05,0.137,0.346,88.056
The Exception,Dustbowl Revival,2JSEqnS5EhLBV0uJXls29I,0.593,0.479,10,-7.346,1,0.0341,0.934,0.00149,0.122,0.592,144.005
The Storm,Dori Freeman,4bUtK3pb9bSQ4b3PkDpACx,0.595,0.787,6,-5.744,0,0.03,0.122,7.14e-05,0.154,0.767,158.069
If I Could,Kelsey Hunter,1Aepp4YzacHrpRM92k0zDd,0.54,0.23,0,-12.86,1,0.0328,0.888,0.0,0.11,0.437,145.814
We Don’t Know We’re Living (w/ Brandi Carlile & Joy Oladokun),Lucie Silvas,67whVnjuQPRV27BE4lbqwI,0.558,0.398,5,-7.599,1,0.0298,0.681,0.0,0.0859,0.183,139.785
Wait for You,Ocie Elliott,4du1sHf5pUhdEEwqtmOAi2,0.652,0.243,1,-11.868,1,0.034,0.946,0.034,0.11,0.193,136.007
Taking Me Back (Gently),Jack White,5F87lvBBP8EraYzsRBE6Yw,0.628,0.429,9,-11.543,1,0.221,0.541,0.0219,0.11,0.721,98.939
The Wave,Bedouine,71Cqtvc1JltT8qRnnDd0RY,0.548,0.386,0,-12.816,1,0.0304,0.435,0.0123,0.14,0.34,81.474
Magnolia Blues,Adia Victoria,168mDRF95TUgri1Kbl9GYA,0.627,0.411,0,-10.728,1,0.0381,0.538,7.54e-05,0.111,0.304,82.014
Fire Line,Billy Strings,53DleDiH6Vaj0Vx8Opp6Kc,0.612,0.628,2,-8.822,1,0.0259,0.248,4.7e-06,0.0869,0.397,104.944
Missing Piece,Vance Joy,5YqdiryRmdAzYFlxo43hAJ,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992
We Can't Be Tamed,Foy Vance,2GygOAZfu7hG7WULOP0bCq,0.485,0.472,2,-8.058,1,0.0306,0.296,7.75e-06,0.0966,0.477,173.648
The Blues Have Blown Away,Jill Andrews,46KuUSMrcUTcMU72HNkg6o,0.753,0.304,0,-9.097,1,0.0313,0.893,0.000228,0.133,0.479,123.385
Back To Oz,Sufjan Stevens,0UWXrfsHsy2LUJWEbneShb,0.436,0.407,8,-10.46,0,0.0312,0.536,0.00128,0.131,0.446,169.92
The Wire,Vancouver Sleep Clinic,2fvgn1xCyf0VQ5o33ZCoc6,0.382,0.182,7,-12.856,1,0.0306,0.821,0.000399,0.0929,0.129,81.293
Better Days - Stripped,Dermot Kennedy,5278MGuTLVxZ4NWrpMjajs,0.429,0.401,0,-8.396,1,0.034,0.652,0.0,0.116,0.357,97.1
In the Game,Mick Flannery,7wrMbVhD2bRf7alS3RLT0N,0.361,0.356,4,-9.848,0,0.032,0.727,0.00649,0.108,0.22,77.026
Mercy,Suzanne Santo,2HA6R2XOV9jBwXkdOTfsWK,0.512,0.756,2,-5.739,1,0.0387,0.0371,0.0,0.0928,0.435,79.926
London's Song,Matt Hartke,1Mk9ou2m6hsEZJYuNRJFpO,0.562,0.266,4,-14.852,1,0.0409,0.928,0.000626,0.0983,0.493,88.968
Pawnshop Dollar Bills,The Dead Tongues,7u2Rl2dx5BGzzcOPdAw8cX,0.247,0.484,9,-9.233,1,0.0286,0.376,0.578,0.111,0.288,153.012
B61,Aoife O'Donovan,24jpjPR3hZ1VAQOWr9sd0t,0.48,0.198,1,-16.495,1,0.04,0.815,0.00275,0.12,0.162,137.863
Resentment,Madi Diaz,2Dms8axOrrjXETwVwtvBF5,0.554,0.122,11,-12.692,1,0.0614,0.883,0.0,0.107,0.381,166.355
Dance Floor,Kirby Brown,5ZxAGed5sWi1aBbtItv0m8,0.695,0.571,0,-9.987,0,0.0351,0.178,0.0,0.105,0.49,116.917
"Dublin, Texas",RF Shannon,2OhnZjTg7evaWdAtRJ5B1c,0.513,0.524,8,-8.608,0,0.0273,0.0127,0.184,0.0927,0.553,78.381
A Thread to Find,Shannon Lay,1zHpGGZ5Q6Plp9eWVAQMu6,0.414,0.43,11,-9.221,1,0.0261,0.833,0.00154,0.104,0.356,98.895
Mykonos,Fleet Foxes,7H71gZwWs3xPWnHM30NDUp,0.3,0.449,8,-9.308,0,0.0306,0.395,0.000456,0.137,0.364,82.965
By and By,Caamp,75nZ4W6quZhI55LKiqCXWh,0.584,0.474,9,-7.981,1,0.0258,0.796,2.69e-06,0.115,0.332,101.457
Sedona,Houndmouth,65T1aY3I9qfNUDVAnaM9bq,0.394,0.654,3,-8.243,1,0.0346,0.0404,6.96e-05,0.112,0.264,135.188
BRIGHTSIDE,The Lumineers,63q3GlHZstxXzfb0zt7ZYY,0.549,0.715,10,-7.01,1,0.0356,0.359,0.0,0.101,0.555,134.074
If We Were Vampires,Jason Isbell and the 400 Unit,250RLekaiL1q9qZer975Eg,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609
San Luis,Gregory Alan Isakov,7gDNQLV9cr8449LFrQbk5J,0.567,0.434,7,-12.755,0,0.0349,0.86,0.257,0.115,0.254,82.459
Ends of the Earth,Lord Huron,4yyg2J2uXOjCtCyT64984C,0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965
And It's Still Alright,Nathaniel Rateliff,2tRxHjEkdgGMv9kZbOyqOH,0.521,0.492,3,-9.127,1,0.0297,0.689,0.619,0.118,0.301,77.585
Wildfire,Mandolin Orange,6VfY0sgS4j4JpFQH8kk4XA,0.648,0.352,4,-10.11,1,0.0278,0.692,0.266,0.106,0.173,121.459
When U Love Somebody,Fruit Bats,68Euox5QCQrf0sMI847CfC,0.723,0.763,7,-6.366,1,0.0262,0.122,0.00543,0.343,0.586,120.961
Rivers and Roads,The Head And The Heart,4fN0dQGDaV4Hg7Gd7mBOE0,0.5,0.197,0,-8.93,1,0.0354,0.717,3.22e-05,0.0755,0.177,131.243
California (Cast Iron Soul),Jamestown Revival,14A2dKF4O0kQD0E5CCX3Jc,0.449,0.786,4,-5.438,1,0.0398,0.152,0.0,0.0911,0.46,161.798
Sophie,Bear's Den,5Ics32fcXJuInGCu9DPpqg,0.59,0.292,11,-12.826,0,0.0325,0.772,0.00435,0.162,0.339,143.979
Sanctuary,Hiss Golden Messenger,1Y4N7rL8XF0vMpFGHmjiJO,0.729,0.451,5,-12.64,1,0.0299,0.475,0.0185,0.0895,0.889,120.052
Not Dead Yet,Lord Huron,6xVd8klTvL6ZRovgIhIs98,0.489,0.816,7,-7.681,0,0.0338,0.331,0.148,0.0876,0.64,74.017
Amsterdam,Gregory Alan Isakov,7iQmjnDXYngWGsbjVnDc1U,0.553,0.429,3,-12.51,1,0.0283,0.921,0.135,0.115,0.532,152.047
Honeybee,The Head And The Heart,5CalS8Gn69OOrR9aiw0ZO9,0.642,0.52,9,-7.886,1,0.0387,0.118,0.000509,0.552,0.488,136.014
Kansas City,The New Basement Tapes,4p4YWRwlMj6XFcHkOrAbG7,0.54,0.623,0,-8.144,1,0.0415,0.115,0.0122,0.12,0.354,163.779
Silver Lining,Mt. Joy,0i5QVxsK3IvEDbUjTA64Li,0.541,0.616,0,-6.53,1,0.028,0.00114,1.09e-06,0.151,0.203,144.218
Flowers In Your Hair,The Lumineers,7thzIJfxiZNZaPFA5OR9s1,0.676,0.609,7,-10.183,1,0.034,0.753,5.85e-05,0.209,0.557,127.45
Changes,Langhorne Slim,0gKiONJeEtwb3hps4sUgyn,0.668,0.367,11,-11.002,1,0.0285,0.891,0.00521,0.103,0.342,110.21
Olivia,Rayland Baxter,40DGtj95w54IDSbA7BWn3o,0.629,0.551,7,-9.44,1,0.0321,0.685,2.88e-05,0.0889,0.698,81.995
This Must Be The Place,Iron & Wine,7dP4k5nDDwI1qMDoz5m0f6,0.634,0.419,0,-10.386,1,0.028,0.499,0.00438,0.124,0.562,118.838
Big Black Car,Gregory Alan Isakov,3Kj2EWpIBnvETsYq4cq0IH,0.6,0.186,3,-15.926,1,0.0317,0.909,0.00102,0.104,0.468,110.044
Dried Up River,The Lone Bellow,7bNvUAHtAVDee8w6SS6r0S,0.526,0.837,4,-5.007,1,0.0526,0.0978,0.0,0.298,0.625,79.715
Golden Embers,Mandolin Orange,7fdwZ9ShF56daUOBH02U7S,0.652,0.168,2,-16.26,1,0.0316,0.869,0.0056,0.113,0.318,119.033
Lost in My Mind,The Head And The Heart,563iNuGeBdAegSCMRSMjMH,0.371,0.54,2,-8.11,1,0.0286,0.43,0.000327,0.283,0.388,95.339
I And Love And You,The Avett Brothers,7CEV9VwA8XO9wwxTXgYKvY,0.424,0.264,2,-9.984,1,0.0298,0.831,7.08e-05,0.0763,0.169,139.593
Jolene,Ray LaMontagne,7udUBZMgHJcaf7ByUr0l8a,0.587,0.142,7,-15.196,1,0.0329,0.862,0.000162,0.0953,0.288,119.752
Can I Believe You,Fleet Foxes,3pYB28IRzhtR5cHXLINchp,0.514,0.755,11,-8.455,1,0.03,0.354,0.0664,0.144,0.599,77.415
Gloria,The Lumineers,3CN9WtSBqCI6TXne9XNomb,0.523,0.714,11,-6.021,1,0.0367,0.658,5.2e-06,0.0785,0.659,78.211
Dearly Departed (feat. Esmé Patterson),Shakey Graves,0ewrI06EIDMGXvgJxuyF3U,0.576,0.609,7,-5.921,1,0.107,0.303,0.0,0.164,0.737,86.703
Louise,Mipso,6iAu1ZHWQT8VmSQWZM40m7,0.631,0.354,10,-10.913,1,0.0324,0.722,1.66e-06,0.171,0.521,89.994
Grow into Love,Half Moon Run,6FloUWDjW3r51mRYyw0vv5,0.641,0.533,7,-8.909,1,0.0287,0.279,6.06e-05,0.113,0.364,95.776
When My Time Comes,Dawes,6y9Jj7NVcBOCsnn9Ps2CPN,0.327,0.501,9,-8.886,1,0.0434,0.719,0.00262,0.113,0.388,115.222
Stubborn Love,The Lumineers,7x46YkKAwp3yZpaa72n5Mu,0.596,0.544,0,-11.759,1,0.0362,0.604,0.017,0.262,0.262,115.022
River,Leon Bridges,3hhbDnFUb2bicI2df6VurK,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424
Two of Us on the Run,Lucius,4S9hmMTM2vXBoCaqk8SSRx,0.428,0.261,2,-10.341,1,0.0306,0.758,0.0279,0.0721,0.24,79.562
I Was Born To Love You,Ray LaMontagne,3YllcvA3PW1DUwjckCVjIw,0.659,0.236,9,-12.56,1,0.0304,0.84,6.32e-05,0.206,0.216,78.088
Cherry Wine - Live,Hozier,4Q66chx9WzqWcLItXoZ5r4,0.418,0.111,1,-14.848,1,0.0389,0.953,0.00342,0.0982,0.228,82.508
Stronger Than That,Bahamas,5kgyNmIytvTGGuiv0MwzZp,0.745,0.539,0,-4.41,1,0.0271,0.432,0.00162,0.0826,0.886,95.893
Until You,AHI,6ik18Wyrj1cnmY11KTL3N1,0.722,0.484,9,-10.175,1,0.0611,0.904,3.42e-06,0.108,0.44,139.88
Rubber,Ruston Kelly,3dsZCq57TheazHh1GVAJwO,0.55,0.501,4,-8.527,1,0.0324,0.624,1.74e-06,0.0962,0.148,130.283
Hold On,John Smith,4FxBG9VPpxPXMDgqLgW5ZD,0.609,0.381,7,-11.106,1,0.0311,0.886,0.126,0.0997,0.43,100.979
Call My Name,I'm With Her,2MgfxFG6RBfW4ivhwFtYoi,0.598,0.434,6,-11.369,1,0.0576,0.804,0.0256,0.111,0.433,156.037
Summer's End,John Prine,511dXUrzAfeivY8f0LUMZd,0.435,0.187,2,-17.703,1,0.0309,0.739,0.00226,0.122,0.42,74.378
Dusty Trails,Lucius,5ny2Og8DiYPQPjjJHgl4dG,0.509,0.411,4,-10.047,1,0.0291,0.467,1.47e-05,0.111,0.369,139.826
Such A Simple Thing,Ray LaMontagne,4PuUa8e5s7P3Zv1IdCGIsa,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349
Michigan,The Milk Carton Kids,6RGGOBfNQLOvQhyl1oG2oD,0.539,0.241,10,-14.65,1,0.0349,0.882,0.00413,0.109,0.203,122.115
Stolen Love,Josiah and the Bonnevilles,6ZW6Q3Fzt9fGzC4nbhA5pf,0.529,0.693,1,-7.47,1,0.0262,0.00613,4.38e-06,0.205,0.448,112.012
Work Song,Hozier,35PKfoynRpVFoAUE3D5Kc6,0.432,0.388,10,-7.687,1,0.1,0.776,0.0,0.112,0.256,177.549
All We Ever Knew,The Head And The Heart,72zmwnbXjx9fMUjw3mbDSs,0.487,0.724,0,-5.905,1,0.0289,0.00224,1.03e-05,0.213,0.546,102.03
Turntable,Dead Horses,0Dp07EA5ybveKSUE27CuEd,0.603,0.575,0,-10.325,1,0.0285,0.811,0.00183,0.12,0.673,95.116
Day by Day,Old Sea Brigade,1bDS3ktQSucD150gp86iFU,0.653,0.616,6,-8.86,0,0.0308,0.0907,0.00826,0.118,0.908,149.9
Still Trying,Nathaniel Rateliff,3SCDpe3QWlLSg5oJjqN25Q,0.515,0.146,11,-15.018,1,0.0381,0.813,0.00175,0.14,0.243,80.99
Things Happen,Dawes,2SYvX2G6D5SD6BpijIOBpG,0.522,0.531,7,-7.78,1,0.0293,0.387,0.0,0.202,0.761,79.252
Julep,Punch Brothers,5a4ZTEMp6wULHTEzJclKxt,0.675,0.219,11,-13.546,0,0.0311,0.897,0.103,0.0979,0.313,105.921
Furr,Blitzen Trapper,2fgbsGWU2Dum08uifQHhiB,0.575,0.487,2,-10.664,1,0.0553,0.49,0.0,0.0913,0.505,92.39
Old Pine,Ben Howard,3CAX47TnPqTujLIQTw8nwI,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57
Humbug Mountain Song,Fruit Bats,3HdcqQpq7zb5GbEKBDY34p,0.593,0.926,6,-5.361,0,0.0319,0.0355,0.0582,0.311,0.945,100.011
All the Pretty Girls,KALEO,0QQIhT6PtJ5glyn4HKNKQ6,0.466,0.496,1,-6.606,1,0.0302,0.626,6.22e-06,0.117,0.352,74.747
Even the Darkness Has Arms,The Barr Brothers,6W49z468BT75GsO2tCcBtq,0.508,0.652,11,-13.102,1,0.0429,0.813,0.148,0.29,0.746,101.313
Alone,Trampled by Turtles,5H06kjjKa1Oz8BZcGeplel,0.546,0.432,0,-10.637,1,0.0321,0.758,0.4,0.0976,0.277,141.09
1957,Milo Greene,08cXy6KUizaAelYXtcew3w,0.388,0.595,1,-9.799,1,0.0325,0.663,5.58e-05,0.178,0.596,190.043
Good Woman,The Staves,1jQoqq9UMkt4IASvOYe6TU,0.628,0.345,1,-12.505,1,0.0289,0.425,0.0165,0.119,0.116,99.991
Amazing Eyes,Good Old War,7zTGbuCQfkgTz9LWwg69DI,0.436,0.352,0,-10.823,1,0.0278,0.742,0.0,0.0928,0.449,147.937
Who Do You Think You're Talking To?,Dawes,3JRKgmK00uNLQzXGcLUaZ3,0.465,0.535,4,-7.228,1,0.045,0.0281,0.0,0.103,0.533,152.337
First Day of My Life,Bright Eyes,0eBryM7ePQH3Klt3jz8xZd,0.596,0.253,1,-14.369,0,0.0349,0.896,5.17e-05,0.102,0.368,95.162
Dream in Blue,The Stray Birds,1Bx9I2NyzUpTfmpAQ4BSsR,0.45,0.324,2,-11.234,1,0.037,0.71,0.000679,0.176,0.354,179.133
The Balcony,Fruit Bats,27GaPhdSkbvrfPTKZk2C6V,0.654,0.844,3,-7.63,1,0.0273,0.00714,0.35,0.121,0.783,130.03
"If You Need To, Keep Time on Me",Fleet Foxes,7d0XkI4iJ32nxeFAHFXbLQ,0.521,0.22,9,-10.202,1,0.0314,0.647,0.00814,0.179,0.135,104.03
I Wish I Was the Moon,Neko Case,4PxzGOH79jcmmldKgoI9sB,0.271,0.31,0,-7.967,1,0.0309,0.725,1.99e-06,0.119,0.16,169.614
Hold On,Alabama Shakes,3zzZVLdBKRW8JH7GhFPyvu,0.575,0.666,5,-5.425,1,0.0301,0.206,0.341,0.0852,0.546,88.311
Call Me,St. Paul & The Broken Bones,5Z0MrFDEIDB075We9w9276,0.573,0.786,7,-4.354,1,0.0352,0.0634,0.212,0.117,0.612,110.289
Thirty,The Weather Station,2TQXJmPwCgmIXpAtz9dyCI,0.398,0.553,0,-8.738,1,0.0538,0.672,3.96e-05,0.245,0.539,163.718
It Ain’t Easy,Delta Spirit,2Gq6IrusLyXNxtLojM62l7,0.659,0.858,10,-7.93,0,0.0742,0.0881,0.00281,0.524,0.784,105.027
Still Life (feat. Joseph),Henry Jamison,2Qj1pOoYSCjLDgxMKffGuS,0.522,0.54,4,-8.743,1,0.0356,0.0513,0.000206,0.0788,0.267,132.087
Shake,The Head And The Heart,1rP0i0H2YuOFBpQ9WUZY4U,0.478,0.787,4,-8.004,1,0.0351,0.465,0.759,0.13,0.416,111.091
That Western Skyline,Dawes,0Eia7SUX9nN3PANZjIcZyv,0.553,0.387,10,-7.923,1,0.0286,0.349,0.309,0.206,0.214,113.639
Letter to Madeline,Ian Noe,1IUjddy3uFzP76h8Zl9vFI,0.615,0.472,5,-8.638,0,0.0312,0.125,0.0,0.115,0.46,107.217
Follow the Water,Calexico,7yksaMcxcv5EKCAKOq2BjF,0.655,0.436,6,-11.287,1,0.0288,0.651,0.00201,0.0939,0.733,113.826
Hold Your Head Up High,Darlingside,7nxIBClhF3MK4aYC7TiCWy,0.375,0.261,9,-11.312,1,0.0288,0.539,0.0178,0.116,0.139,132.094
Won't Be Long,The Dead Tongues,2rw4cJKCCBYpZ57EFHE2Ih,0.492,0.576,9,-5.648,1,0.0288,0.201,1.49e-06,0.0909,0.452,114.806
Every Time the Sun Comes Up,Sharon Van Etten,61qxP4Vs5DVX0Ic4GnBklu,0.663,0.522,1,-8.741,1,0.0374,0.392,5.41e-06,0.197,0.301,99.759
Blood Bank,Bon Iver,15WbjBy1bzH1UsUldBwwlW,0.493,0.372,7,-11.889,1,0.0331,0.964,0.0308,0.117,0.25,116.86
Naked as We Came,Iron & Wine,6UIxGIqWlO5wsddY44AV1R,0.386,0.205,4,-16.699,1,0.0366,0.653,0.0448,0.106,0.623,172.373
The Way We Move,Langhorne Slim,40rjypnguxfhPy4Bbv5SWc,0.539,0.836,11,-5.365,1,0.0654,0.217,0.000168,0.303,0.759,135.596
Your Body,Mipso,3BPibZpEagpo2S0OxpMfmh,0.762,0.472,3,-9.271,1,0.0345,0.725,0.00214,0.0737,0.338,96.201
Fire and the Flood - Acoustic,Vance Joy,3fUpLMdT3hPTOiy6sy6x9L,0.505,0.321,5,-8.556,1,0.0285,0.768,0.0,0.0698,0.343,78.484
Chinese Translation,M. Ward,711G3xHyFXc2DCb7iEbbpU,0.556,0.726,2,-8.913,1,0.0362,0.147,0.000152,0.154,0.499,107.718
Home,Edward Sharpe & The Magnetic Zeros,0cBPuDA3xUjR4Vh9o7CKy8,0.541,0.591,2,-6.688,1,0.0336,0.289,0.000431,0.124,0.116,111.676
The Weary Kind,Ryan Bingham,5uqQQtXsY2HJLbPVPwcz6C,0.48,0.313,2,-16.358,1,0.0284,0.938,0.0223,0.122,0.273,100.075
Gamble for a Rose,King Charles,3qhyaik3Koy3cvLk9h5L8G,0.411,0.635,11,-4.714,1,0.0269,0.313,0.0,0.108,0.267,147.747
House of Stone,Mandolin Orange,1wTEU95kyZFCj5d6cUIysf,0.441,0.2,7,-10.953,1,0.0287,0.926,0.0188,0.0864,0.174,82.282
Marianne,Mipso,54e9O9Y8iG3CCjCEdeQ7yy,0.498,0.411,2,-9.088,1,0.0354,0.635,9.37e-05,0.16,0.446,176.089
40 Day Dream,Edward Sharpe & The Magnetic Zeros,5eUS6rHmHP5T1A3zZwyG50,0.571,0.647,2,-6.079,1,0.0532,0.196,0.0,0.0802,0.649,81.979
Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,1H7gMYGykdtwZOV6s1N0by,0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625
My Sweet Lord - Remastered 2014,George Harrison,0qdQUeKVyevrbKhAo0ibxS,0.537,0.701,1,-8.913,0,0.0335,0.0972,0.0,0.0832,0.583,120.919
Into the Mystic - 2013 Remaster,Van Morrison,3lh3iiiJeiBXHSZw6u0kh6,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204
Never Going Back Again - 2004 Remaster,Fleetwood Mac,19Shlms2uTnOjIUg50TXzd,0.654,0.336,6,-12.825,1,0.0379,0.858,0.385,0.0786,0.947,176.083
Homeward Bound,Simon & Garfunkel,4Xl2PrS3DJqqSKXCo6Uhv9,0.485,0.378,3,-11.773,1,0.0337,0.831,0.0,0.103,0.528,92.928
50 Ways to Leave Your Lover,Paul Simon,6Qb7gtV6Q4MnUjSbkFcopl,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684
The Weight - Remastered 2000,The Band,0P7DoyGrr4Wp9w5TotEtUC,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868
In My Life - Remastered 2009,The Beatles,3KfbEIOC7YIv90FIfNSZpo,0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239
Here Comes The Sun,Richie Havens,0hhzJEusz6r7f0eL1Uc8kw,0.698,0.643,2,-16.985,1,0.0649,0.803,0.0799,0.704,0.714,128.22
Wild World,Yusuf / Cat Stevens,7mjSHL2Eb0kAwiKbvNNyD9,0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853
Me & Magdalena,The Monkees,1XxRYmDKuABtbtCozx3pA2,0.738,0.43,7,-9.749,1,0.0295,0.377,1.03e-05,0.0945,0.374,114.992
Girl from the North Country,Bob Dylan,4K1imZQQ0yKtJ40vGmUajS,0.607,0.142,7,-23.455,1,0.0382,0.843,0.000197,0.121,0.305,118.867
