,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7554,0.789,0.563,0,-5.718,1,0.226,0.315,0.00016,0.126,0.896,84.499
7555,0.511,0.525,8,-4.595,0,0.183,0.604,0.0,0.111,0.661,139.885
7556,0.367,0.552,7,-9.109,0,0.0504,0.0258,0.000217,0.154,0.0778,93.467
7557,0.681,0.668,6,-4.171,1,0.0628,0.533,0.00021,0.104,0.301,136.759
7558,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703
7559,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051
7560,0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999
7561,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421
7562,0.615,0.322,1,-10.408,1,0.0282,0.77,3.39e-05,0.11,0.256,113.064
7563,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951
7564,0.85,0.658,0,-5.558,1,0.221,0.139,0.0,0.063,0.832,144.445
7565,0.668,0.511,9,-7.221,0,0.229,0.365,8.23e-06,0.0944,0.45,140.977
7566,0.367,0.142,6,-12.717,0,0.0319,0.913,0.00367,0.107,0.1,69.827
7567,0.612,0.672,6,-5.073,0,0.137,0.219,0.0,0.0899,0.564,92.794
7568,0.795,0.643,1,-5.239,0,0.125,0.362,2.57e-06,0.118,0.623,105.06
7569,0.415,0.83,6,-5.621,0,0.18,0.0144,0.0,0.14,0.485,194.746
7570,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057
7571,0.547,0.619,3,-6.485,0,0.132,0.0951,2.62e-06,0.0716,0.519,76.285
7572,0.469,0.623,1,-4.432,1,0.0302,0.345,0.0,0.588,0.198,134.943
7573,0.74,0.576,6,-6.744,0,0.146,0.0249,0.0,0.104,0.315,110.095
7574,0.677,0.541,6,-6.057,0,0.0571,0.48,0.0,0.125,0.379,103.369
7575,0.599,0.547,1,-7.498,1,0.113,0.573,3e-06,0.155,0.425,90.271
7576,0.442,0.517,9,-7.807,1,0.0548,0.0699,0.0,0.114,0.2,79.867
7577,0.707,0.618,1,-5.825,0,0.19,0.17,0.0,0.293,0.517,133.876
7578,0.482,0.548,11,-9.946,1,0.0373,0.0363,2.28e-06,0.3,0.346,76.017
7579,0.554,0.854,9,-3.313,1,0.149,0.068,0.00285,0.166,0.797,83.823
7580,0.739,0.849,5,-7.563,1,0.0626,0.115,0.00361,0.103,0.809,79.98
7581,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986
7582,0.705,0.809,5,-4.484,1,0.068,0.145,5.75e-05,0.216,0.508,107.21
7583,0.659,0.502,6,-11.088,0,0.405,0.556,5.46e-05,0.0953,0.497,199.891
7584,0.805,0.51,4,-6.179,0,0.0569,0.0357,0.000469,0.108,0.36,127.983
7585,0.783,0.627,2,-8.521,1,0.102,0.00756,0.0,0.0606,0.48,100.025
7586,0.443,0.72,7,-3.743,0,0.0733,0.0669,0.0,0.0909,0.374,89.378
7587,0.519,0.582,1,-6.778,1,0.112,0.213,0.0,0.0681,0.319,131.524
7588,0.769,0.395,2,-7.71,1,0.0287,0.285,0.0,0.0776,0.558,81.485
7589,0.723,0.433,6,-9.128,1,0.127,0.367,0.0,0.106,0.45,127.021
7590,0.684,0.514,1,-8.584,1,0.0327,0.00242,0.0,0.193,0.202,88.014
7591,0.633,0.664,9,-6.588,1,0.381,0.00797,0.0,0.104,0.617,157.148
7592,0.664,0.45,8,-9.125,1,0.166,0.204,4.45e-06,0.171,0.254,90.991
7593,0.903,0.535,9,-6.434,1,0.0742,0.297,0.0,0.345,0.508,130.022
7594,0.447,0.42,1,-7.915,1,0.0726,0.617,0.0,0.116,0.15,135.91
7595,0.621,0.763,0,-5.511,1,0.0684,0.0286,0.0,0.529,0.45,139.994
7596,0.656,0.561,4,-4.39,0,0.0493,0.213,0.0,0.234,0.492,139.04
7597,0.821,0.412,7,-7.795,1,0.0341,0.625,1.64e-05,0.0985,0.333,109.977
7598,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223
7599,0.637,0.299,7,-11.314,1,0.0366,0.742,0.0,0.359,0.364,83.872
7600,0.453,0.461,1,-6.387,1,0.0533,0.0319,0.0,0.142,0.414,98.172
7601,0.437,0.184,1,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088
7602,0.761,0.536,11,-7.487,0,0.119,0.0754,0.0,0.154,0.525,133.04
7603,0.75,0.641,0,-5.165,1,0.132,0.177,0.0171,0.127,0.849,82.541
7604,0.658,0.711,2,-7.424,0,0.0425,0.0759,1.77e-05,0.0446,0.614,172.365
7605,0.893,0.433,11,-5.88,0,0.396,0.33,0.0,0.395,0.675,86.01
7606,0.8,0.362,6,-10.849,0,0.0634,0.035,3.99e-06,0.0667,0.888,93.059
7607,0.85,0.513,7,-10.663,1,0.0513,0.0624,0.00249,0.0689,0.623,99.01
7608,0.902,0.614,4,-6.529,0,0.289,0.184,0.000742,0.0867,0.862,94.069
7609,0.767,0.551,0,-7.328,1,0.0616,0.00364,0.0,0.0451,0.796,100.904
7610,0.769,0.781,0,-5.472,1,0.0797,0.119,0.000371,0.0506,0.826,95.02
7611,0.705,0.511,6,-7.422,0,0.202,0.125,1.72e-06,0.153,0.581,82.011
7612,0.741,0.508,11,-5.099,0,0.0507,0.0347,6.45e-05,0.0602,0.354,121.965
7613,0.687,0.583,7,-10.224,1,0.0639,0.225,0.0,0.105,0.211,95.138
7614,0.72,0.657,11,-6.823,0,0.295,0.0262,2.33e-06,0.209,0.657,172.168
7615,0.79,0.608,6,-7.151,1,0.0363,0.522,0.00491,0.193,0.958,94.166
7616,0.815,0.364,8,-11.834,0,0.089,0.14,0.0255,0.121,0.723,84.898
7617,0.744,0.574,8,-9.445,0,0.0651,0.165,1.27e-05,0.295,0.805,86.278
7618,0.635,0.614,7,-7.165,1,0.197,0.0179,0.000201,0.415,0.736,174.213
7619,0.626,0.441,9,-10.637,0,0.0308,0.761,0.0138,0.0685,0.563,78.094
7620,0.775,0.658,9,-6.419,1,0.0552,0.0131,4.11e-06,0.176,0.743,93.878
7621,0.778,0.644,8,-7.6,1,0.0532,0.145,0.0,0.112,0.846,96.025
7622,0.841,0.741,9,-3.487,0,0.0359,0.137,0.000445,0.11,0.834,88.408
7623,0.795,0.56,2,-8.908,1,0.0659,0.00867,0.0,0.226,0.635,99.922
7624,0.767,0.731,8,-8.109,0,0.114,0.103,0.00364,0.102,0.678,90.997
7625,0.601,0.74,9,-5.043,0,0.0573,0.0299,0.332,0.0937,0.672,94.013
7626,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032
7627,0.762,0.459,0,-10.307,1,0.0379,0.111,0.0219,0.147,0.749,96.069
7628,0.682,0.739,10,-8.504,1,0.0763,0.129,0.0,0.252,0.685,92.894
7629,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487
7630,0.695,0.579,0,-5.066,1,0.0325,0.000479,0.0,0.0556,0.726,88.957
7631,0.831,0.915,10,-7.501,0,0.128,0.147,0.00571,0.196,0.881,102.979
7632,0.702,0.458,0,-8.195,1,0.0348,0.247,1.64e-06,0.126,0.679,89.266
7633,0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675
7634,0.726,0.501,1,-13.884,0,0.154,0.155,0.0,0.0893,0.582,128.099
7635,0.798,0.792,10,-5.667,0,0.0448,0.0103,0.00031,0.309,0.798,94.967
7636,0.761,0.413,4,-10.137,0,0.0681,0.113,0.00197,0.09,0.733,167.947
7637,0.575,0.746,10,-8.254,0,0.132,0.28,5.51e-06,0.0944,0.505,175.247
7638,0.65,0.496,5,-12.349,0,0.0331,0.305,0.0,0.33,0.576,115.775
7639,0.69,0.654,1,-7.852,0,0.0322,0.00867,0.0,0.072,0.709,134.607
7640,0.735,0.441,1,-8.412,0,0.0407,0.0972,0.0,0.0967,0.591,108.015
7641,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009
7642,0.713,0.378,7,-9.04,0,0.0298,0.00561,0.00186,0.0845,0.291,99.055
7643,0.694,0.365,1,-12.294,0,0.0635,0.054,3.43e-05,0.401,0.693,80.904
7644,0.812,0.5,2,-6.842,1,0.084,0.209,0.0,0.174,0.521,137.041
7645,0.655,0.837,11,-6.04,0,0.0723,0.0262,5.85e-06,0.0454,0.66,91.014
7646,0.87,0.718,2,-4.985,1,0.0895,0.0911,0.000217,0.114,0.905,101.294
7647,0.867,0.42,1,-9.478,1,0.167,0.00328,3.18e-06,0.0887,0.367,121.66
7648,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991
7649,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518
7650,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566
7651,0.694,0.565,9,-12.583,1,0.0345,0.194,0.000172,0.0806,0.692,97.938
7652,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006
7653,0.634,0.677,2,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792
7654,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032
7655,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082
7656,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935
7657,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985
7658,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981
7659,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909
7660,0.803,0.748,2,-5.221,1,0.0314,0.254,0.00212,0.113,0.752,116.532
7661,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912
7662,0.821,0.721,10,-10.401,0,0.0515,0.0816,7.37e-06,0.0664,0.885,105.866
7663,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95
7664,0.556,0.57,2,-9.472,1,0.0393,0.0118,0.000526,0.198,0.304,126.01
7665,0.632,0.59,5,-10.206,1,0.0305,0.346,0.0,0.24,0.953,130.287
7666,0.678,0.544,4,-9.468,0,0.0326,0.668,9.62e-06,0.103,0.963,122.735
7667,0.523,0.48,3,-10.923,1,0.0492,0.214,0.0,0.0751,0.81,151.4
7668,0.373,0.856,8,-8.117,0,0.122,0.176,0.0,0.228,0.605,198.372
7669,0.514,0.624,0,-9.287,0,0.0842,0.513,0.00517,0.307,0.755,166.726
7670,0.538,0.969,11,-5.626,0,0.0906,0.417,0.00154,0.119,0.928,138.652
7671,0.59,0.659,5,-9.669,1,0.0697,0.104,6.56e-06,0.356,0.965,80.201
7672,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143
7673,0.497,0.73,0,-8.514,0,0.0511,0.408,2.14e-06,0.0928,0.704,131.188
7674,0.632,0.686,0,-6.116,0,0.0395,0.437,0.0,0.193,0.65,121.414
7675,0.498,0.634,6,-12.16,0,0.0475,0.328,0.748,0.0962,0.515,93.161
7676,0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.385
7677,0.61,0.653,5,-9.956,0,0.0291,0.0287,0.0,0.135,0.833,133.403
7678,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69e-06,0.118,0.849,111.919
7679,0.565,0.644,6,-8.116,1,0.0696,0.426,0.0,0.264,0.633,97.716
7680,0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345
7681,0.618,0.691,2,-3.663,0,0.0287,0.141,4.83e-06,0.125,0.663,139.817
7682,0.212,0.383,10,-10.071,1,0.0347,0.723,0.0,0.299,0.452,173.79
7683,0.883,0.464,10,-11.251,1,0.0591,0.279,1.51e-05,0.0744,0.925,111.548
7684,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164
7685,0.666,0.714,4,-9.448,0,0.0617,0.291,0.0212,0.128,0.69,89.018
7686,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605
7687,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068
7688,0.551,0.667,3,-10.723,1,0.041,0.177,0.0,0.145,0.446,78.943
7689,0.283,0.716,1,-9.632,0,0.0986,0.447,0.0,0.399,0.828,201.96
7690,0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318
7691,0.294,0.528,8,-10.01,1,0.0471,0.234,0.0,0.147,0.452,200.813
7692,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443
7693,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964
7694,0.608,0.534,8,-11.541,1,0.0339,0.135,0.0,0.064,0.796,105.388
7695,0.75,0.78,4,-7.861,1,0.036,0.367,2.67e-06,0.153,0.738,94.864
7696,0.558,0.439,8,-13.443,1,0.0281,0.369,1.78e-05,0.161,0.605,114.969
7697,0.786,0.418,9,-11.115,1,0.0432,0.218,0.000158,0.134,0.94,119.101
7698,0.791,0.42,1,-13.289,0,0.0832,0.413,0.116,0.111,0.84,93.225
7699,0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875
7700,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411
7701,0.819,0.605,2,-13.83,0,0.132,0.669,0.0163,0.199,0.797,108.892
7702,0.665,0.859,2,-4.532,1,0.0671,0.119,0.0,0.0769,0.639,123.387
7703,0.665,0.468,5,-9.558,1,0.027,0.019,0.0,0.0987,0.699,109.432
7704,0.501,0.302,10,-12.529,1,0.033,0.758,0.000267,0.0888,0.386,77.836
7705,0.382,0.727,9,-6.677,0,0.0861,0.729,0.0,0.196,0.826,207.265
7706,0.657,0.673,0,-7.685,1,0.0573,0.372,0.000991,0.049,0.789,90.328
7707,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472
7708,0.528,0.658,2,-11.751,1,0.0386,0.565,0.000843,0.385,0.909,165.796
7709,0.539,0.599,3,-10.638,1,0.0483,0.0375,0.0,0.0754,0.636,167.7
7710,0.828,0.669,6,-8.637,0,0.0254,0.16,0.00333,0.0756,0.926,109.964
7711,0.691,0.718,2,-8.457,1,0.0317,0.148,4.81e-05,0.108,0.934,110.623
7712,0.913,0.481,11,-8.459,1,0.0998,0.392,7.48e-05,0.0279,0.878,103.62
7713,0.66,0.619,2,-12.577,1,0.0466,0.235,0.00793,0.0828,0.913,115.419
7714,0.593,0.855,7,-8.421,1,0.0775,0.336,2.1e-05,0.126,0.648,96.183
7715,0.595,0.921,0,-7.329,1,0.0987,0.179,0.0,0.812,0.937,102.35
7716,0.641,0.74,6,-8.425,1,0.118,0.249,0.0,0.281,0.914,152.939
7717,0.487,0.716,9,-17.689,0,0.0463,0.233,0.00445,0.113,0.819,120.795
7718,0.458,0.421,4,-6.96,1,0.0403,0.504,2.53e-05,0.0705,0.368,146.598
7719,0.503,0.552,6,-10.073,1,0.0888,0.444,0.0,0.16,0.481,96.384
7720,0.521,0.525,10,-9.581,1,0.0463,0.0306,2.2e-05,0.145,0.495,150.392
7721,0.422,0.486,0,-9.866,0,0.0282,0.296,0.0,0.108,0.53,134.587
7722,0.606,0.486,7,-13.553,0,0.041,0.0111,0.00145,0.0757,0.809,87.567
7723,0.511,0.346,5,-14.28,1,0.0388,0.685,0.000124,0.294,0.599,140.29
7724,0.573,0.707,6,-8.29,0,0.0632,0.442,0.000241,0.123,0.961,152.467
7725,0.511,0.379,11,-11.3,1,0.0393,0.255,0.0,0.464,0.611,76.658
7726,0.724,0.579,10,-10.933,0,0.0575,0.201,0.00856,0.0724,0.833,94.92
7727,0.865,0.614,6,-9.983,0,0.0347,0.877,0.818,0.0817,0.862,100.436
7728,0.751,0.714,10,-11.614,1,0.0374,0.317,0.0,0.639,0.935,124.379
7729,0.657,0.492,8,-11.677,0,0.0404,0.778,0.000223,0.113,0.966,166.646
7730,0.678,0.695,4,-9.825,0,0.0284,0.181,0.635,0.0459,0.937,102.511
7731,0.795,0.603,7,-7.469,1,0.0396,0.317,2.74e-06,0.172,0.925,102.482
7732,0.684,0.417,11,-9.591,0,0.0487,0.618,6.2e-05,0.107,0.71,102.756
7733,0.559,0.656,9,-8.699,0,0.0469,0.257,0.000171,0.2,0.679,79.638
7734,0.789,0.392,10,-15.395,0,0.0345,0.153,0.476,0.0299,0.895,119.0
7735,0.643,0.838,0,-8.063,0,0.0455,0.0523,6.15e-05,0.328,0.923,127.612
7736,0.453,0.359,7,-8.567,1,0.0247,0.849,3.02e-05,0.137,0.178,76.015
7737,0.663,0.485,10,-9.468,1,0.149,0.634,0.000463,0.28,0.871,184.804
7738,0.622,0.33,11,-10.629,1,0.0346,0.68,0.104,0.107,0.504,137.776
7739,0.564,0.593,9,-9.245,1,0.0328,0.732,0.00366,0.343,0.766,120.753
7740,0.833,0.636,6,-10.578,0,0.0421,0.129,4.5e-05,0.0717,0.956,115.991
7741,0.506,0.59,11,-8.922,0,0.0302,0.567,2.1e-05,0.17,0.735,83.627
7742,0.65,0.614,1,-7.367,1,0.0522,0.528,0.0,0.167,0.872,111.477
7743,0.523,0.804,1,-6.322,0,0.0791,0.105,0.000451,0.154,0.917,91.471
7744,0.603,0.448,9,-10.552,0,0.0927,0.388,0.0172,0.103,0.522,119.715
7745,0.341,0.585,1,-9.461,1,0.0385,0.0975,0.000103,0.0492,0.72,170.797
7746,0.542,0.499,5,-10.423,0,0.0671,0.407,0.0005,0.0771,0.655,178.281
7747,0.868,0.644,6,-10.987,1,0.194,0.159,0.00018,0.901,0.785,97.933
7748,0.421,0.514,8,-9.52,0,0.049,0.591,8.97e-05,0.337,0.564,145.653
7749,0.551,0.461,11,-11.778,1,0.0255,0.252,2.39e-06,0.0541,0.739,105.155
7750,0.793,0.3,10,-16.178,0,0.0382,0.297,0.0,0.102,0.695,100.343
7751,0.903,0.475,9,-12.055,0,0.12,0.631,0.0607,0.113,0.804,97.554
7752,0.767,0.797,5,-7.899,0,0.0293,0.0707,0.105,0.264,0.914,105.022
7753,0.645,0.607,4,-12.637,1,0.0298,0.0301,4.37e-05,0.113,0.88,123.742
7754,0.523,0.431,8,-9.187,0,0.0426,0.756,0.0,0.0459,0.435,118.687
7755,0.679,0.802,0,-7.739,1,0.0406,0.236,2.33e-06,0.132,0.894,97.375
7756,0.595,0.309,8,-10.422,1,0.0593,0.661,0.000149,0.458,0.469,124.918
7757,0.719,0.486,5,-9.489,0,0.0538,0.119,3.11e-05,0.0719,0.823,141.511
7758,0.475,0.424,6,-12.883,1,0.0396,0.417,1.83e-05,0.131,0.741,143.188
7759,0.71,0.581,9,-9.108,0,0.0612,0.392,0.0,0.128,0.919,97.746
7760,0.654,0.925,7,-4.365,0,0.0268,0.0249,0.0022,0.0572,0.963,113.403
7761,0.601,0.643,9,-8.912,0,0.224,0.171,0.0,0.536,0.822,203.669
7762,0.345,0.465,11,-9.55,1,0.0355,0.721,0.000371,0.582,0.457,94.983
7763,0.706,0.444,2,-7.25,1,0.039,0.0696,2.65e-06,0.112,0.387,81.533
7764,0.737,0.694,1,-7.834,0,0.0458,0.0166,0.000172,0.182,0.874,87.012
7765,0.848,0.591,11,-5.075,1,0.112,0.0801,0.0,0.144,0.522,98.934
7766,0.716,0.474,5,-7.199,1,0.0254,0.327,0.00139,0.112,0.557,97.64
7767,0.71,0.537,8,-11.755,1,0.0482,0.244,0.0691,0.0678,0.894,115.046
7768,0.67,0.624,10,-4.561,1,0.0731,0.0739,0.00465,0.157,0.743,111.213
7769,0.779,0.642,5,-7.554,0,0.0484,0.21,0.126,0.0804,0.961,101.367
7770,0.784,0.5,11,-8.471,1,0.042,0.492,0.0648,0.165,0.859,153.801
7771,0.51,0.516,8,-7.498,0,0.0362,0.464,0.164,0.153,0.744,160.535
7772,0.574,0.764,1,-5.286,1,0.0344,0.104,5.03e-06,0.107,0.621,105.823
7773,0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942
7774,0.578,0.827,6,-8.172,1,0.105,0.154,0.000754,0.325,0.388,99.026
7775,0.575,0.52,6,-8.286,0,0.0274,0.533,0.113,0.227,0.37,77.033
7776,0.549,0.737,7,-5.316,1,0.0699,0.607,0.0,0.149,0.795,95.973
7777,0.607,0.629,2,-10.509,1,0.0406,0.375,0.0806,0.0844,0.688,101.974
7778,0.651,0.55,0,-5.823,1,0.0277,0.688,0.119,0.0879,0.544,120.12
7779,0.443,0.654,10,-7.021,1,0.0296,0.301,2.25e-05,0.577,0.915,162.03
7780,0.595,0.506,4,-7.573,0,0.0504,0.444,0.33,0.0962,0.434,76.478
7781,0.744,0.692,4,-6.561,0,0.026,0.309,0.00055,0.303,0.899,99.045
7782,0.721,0.485,5,-11.213,0,0.0681,0.158,0.275,0.107,0.614,150.027
7783,0.792,0.657,2,-7.181,1,0.0281,0.404,1.02e-05,0.31,0.755,111.998
7784,0.606,0.53,3,-6.513,1,0.316,0.64,0.000203,0.121,0.613,85.399
7785,0.65,0.683,2,-6.92,1,0.0516,0.535,0.0163,0.0918,0.837,146.532
7786,0.631,0.577,7,-8.794,0,0.0353,0.0327,0.235,0.321,0.304,79.911
7787,0.851,0.565,5,-9.43,0,0.102,0.0716,0.000525,0.116,0.551,130.022
7788,0.623,0.44,5,-8.216,1,0.0348,0.866,0.0675,0.0891,0.802,86.726
7789,0.424,0.465,6,-6.595,1,0.0297,0.461,5.52e-05,0.154,0.462,112.418
7790,0.782,0.922,11,-4.028,0,0.0497,0.00655,0.0118,0.0728,0.761,104.015
7791,0.663,0.467,5,-8.67,1,0.0569,0.585,0.016,0.0645,0.47,91.991
7792,0.765,0.497,1,-6.829,0,0.0483,0.766,0.151,0.111,0.509,86.173
7793,0.704,0.841,4,-5.732,0,0.0303,0.15,0.00283,0.11,0.769,119.98
7794,0.667,0.837,0,-4.589,0,0.119,0.119,1.01e-06,0.194,0.821,94.982
7795,0.676,0.657,4,-4.185,0,0.0333,0.64,4.95e-05,0.107,0.727,96.034
7796,0.716,0.832,9,-7.865,0,0.0532,0.0825,0.00915,0.346,0.841,95.944
7797,0.579,0.837,6,-5.193,0,0.107,0.172,0.0312,0.13,0.768,83.566
7798,0.647,0.581,6,-6.344,0,0.0498,0.262,7.69e-05,0.114,0.802,128.886
7799,0.449,0.633,2,-9.02,1,0.0531,0.249,0.000888,0.0582,0.613,172.122
7800,0.602,0.824,0,-6.695,0,0.0373,0.217,3.7e-05,0.0865,0.965,83.575
7801,0.674,0.689,9,-6.773,1,0.0272,0.394,0.0,0.0223,0.969,96.966
7802,0.678,0.772,11,-8.001,0,0.0601,0.385,7.59e-05,0.451,0.777,104.7
7803,0.549,0.401,10,-11.897,0,0.0589,0.4,0.0799,0.135,0.491,82.926
7804,0.611,0.647,5,-8.048,1,0.0356,0.238,0.0648,0.479,0.553,118.959
7805,0.84,0.405,10,-11.72,0,0.161,0.343,0.0236,0.111,0.823,90.038
7806,0.663,0.903,5,-6.089,0,0.0511,0.00429,0.254,0.066,0.947,161.373
7807,0.664,0.586,4,-7.985,0,0.0283,0.334,2.96e-06,0.16,0.727,102.991
7808,0.649,0.655,5,-7.717,1,0.0415,0.503,0.0,0.169,0.815,102.309
7809,0.737,0.715,7,-6.434,0,0.0354,0.344,1.28e-05,0.1,0.742,104.98
7810,0.584,0.627,4,-8.777,1,0.0366,0.0825,0.146,0.0819,0.872,80.372
7811,0.546,0.38,2,-6.279,0,0.0291,0.633,0.593,0.0899,0.408,137.02
7812,0.547,0.862,0,-4.908,1,0.0648,0.408,0.0,0.0756,0.953,130.355
7813,0.71,0.781,5,-5.649,0,0.0996,0.192,0.0,0.09,0.908,95.017
7814,0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555
7815,0.627,0.179,9,-11.238,1,0.0311,0.956,0.0111,0.0942,0.329,112.827
7816,0.803,0.498,8,-5.389,0,0.0634,0.279,1.33e-06,0.161,0.832,92.032
7817,0.397,0.715,5,-6.55,0,0.0333,0.195,0.0203,0.157,0.663,155.842
7818,0.614,0.545,5,-9.036,0,0.064,0.483,0.000678,0.203,0.68,145.173
7819,0.606,0.818,9,-6.045,0,0.0396,0.0266,0.00128,0.0686,0.687,106.432
7820,0.728,0.693,7,-6.857,1,0.0347,0.152,0.000742,0.0326,0.847,92.022
7821,0.614,0.832,0,-6.064,1,0.0329,0.0341,0.418,0.21,0.678,84.002
7822,0.558,0.534,3,-9.808,1,0.0295,0.337,0.00192,0.114,0.645,140.195
7823,0.453,0.576,5,-8.582,0,0.0445,0.632,0.000818,0.0906,0.341,139.947
7824,0.751,0.498,4,-5.766,1,0.031,0.365,0.0,0.0948,0.965,112.452
7825,0.597,0.605,5,-8.712,1,0.0514,0.797,0.00158,0.432,0.838,120.806
7826,0.413,0.441,10,-8.175,0,0.0355,0.648,0.000384,0.123,0.397,117.954
7827,0.628,0.814,8,-6.41,1,0.0454,0.362,0.00925,0.118,0.731,125.09
7828,0.486,0.721,0,-6.619,1,0.0303,0.0195,0.00491,0.117,0.902,150.09
7829,0.443,0.933,6,-7.018,0,0.0463,0.0051,0.0,0.345,0.517,154.055
7830,0.544,0.911,10,-3.681,0,0.0422,0.000141,8.89e-06,0.333,0.558,91.033
7831,0.292,0.953,7,-2.262,1,0.121,9.26e-05,1.19e-05,0.115,0.261,179.672
7832,0.24,0.961,10,-7.592,0,0.123,3.63e-05,0.00426,0.164,0.0576,102.424
7833,0.416,0.964,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925
7834,0.502,0.905,2,-4.162,1,0.0634,0.00021,0.0,0.0601,0.481,160.064
7835,0.43,0.981,5,-2.929,1,0.0744,0.00014,5.45e-06,0.287,0.585,157.01
7836,0.457,0.918,7,-4.51,1,0.203,0.000696,0.000128,0.429,0.392,154.963
7837,0.566,0.871,5,-4.833,1,0.0311,0.000674,0.00144,0.107,0.41,88.012
7838,0.435,0.961,7,-3.658,1,0.141,6.16e-05,0.000134,0.384,0.427,148.016
7839,0.52,0.983,4,-2.664,1,0.0859,0.000971,0.016,0.419,0.329,95.962
7840,0.476,0.966,6,-4.228,1,0.0727,0.000662,0.000212,0.0538,0.227,92.506
7841,0.412,0.944,2,-4.607,1,0.0858,9.63e-05,0.172,0.0261,0.266,174.018
7842,0.507,0.908,11,-4.398,0,0.156,0.000864,0.0,0.326,0.499,158.186
7843,0.224,0.961,1,-3.213,0,0.171,9.69e-06,0.618,0.255,0.319,97.78
7844,0.315,0.749,7,-5.414,1,0.0356,2.92e-05,3.06e-05,0.276,0.166,159.899
7845,0.564,0.918,11,-5.512,0,0.0824,4.63e-05,0.345,0.127,0.682,108.734
7846,0.487,0.935,0,-2.946,1,0.092,0.00232,2.95e-06,0.386,0.661,129.973
7847,0.509,0.944,2,-6.73,1,0.117,8.53e-05,5.14e-06,0.113,0.143,135.008
7848,0.437,0.869,8,-6.357,0,0.0988,0.000195,0.0,0.0634,0.234,127.03
7849,0.535,0.95,9,-5.819,0,0.157,0.00208,0.00146,0.142,0.0804,133.009
7850,0.457,0.991,5,-4.432,1,0.126,1.38e-05,0.159,0.26,0.189,100.041
7851,0.527,0.987,4,-3.502,0,0.0804,0.00108,0.00984,0.11,0.096,120.039
7852,0.491,0.933,9,-6.283,0,0.0484,1.18e-05,0.000134,0.221,0.426,90.007
